#TUCAN Gradiometer B-field Measurements
#
#Scan freq: 5000 Hz
#Sample freq: 8.33 Hz
#Range of Fluxgate: 500 μ T
#Fluxgate 1 Serial No. 523
#	 x-offset: 0.5896 ± 0.0015 μ T
#	 y-offset: 0.5861 ± 0.0007 μ T
#	 z-offset: 0.4189 ± 0.0007 μ T
#Date: 2023-01-10 13:47:09.065110
#Start Time: 2023-01-10 13:44:03.010861
#End Time: 2023-01-10 13:46:59.452913
#Experimenters: Emma
#Comments: Square wave coil on, F=0.1Hz, Vpp= 5V, duty=50%, 21,5 ohm resistor in series, FG might have offset?
# 
Time,Bx (μ T),By (μ T),Bz (μ T)
2023-01-10 13:44:16.114420,20.027386074297283,-17.197438818339492,30.10258085757323
2023-01-10 13:44:16.476255,20.031414888268955,-17.200440199749778,30.10423978097333
2023-01-10 13:44:16.845681,20.034021767897684,-17.193489632273327,30.10684666060206
2023-01-10 13:44:17.209832,20.027860052411597,-17.200440199749778,30.103212828392316
2023-01-10 13:44:17.584043,20.025174176430482,-17.198386622995372,30.105108740849573
2023-01-10 13:44:17.947337,20.029518975811698,-17.195069306699793,30.10368680650663
2023-01-10 13:44:18.307587,20.03315280802144,-17.198228655552725,30.106135693430584
2023-01-10 13:44:18.672452,20.031651877326112,-17.193410648552003,30.216098615951527
2023-01-10 13:44:19.028182,20.03907753445037,-17.201309020684334,30.806201368272923
2023-01-10 13:44:19.392153,20.039156530802757,-17.198702557880665,30.810230182244595
2023-01-10 13:44:19.764673,20.04207939584103,-17.20194089045492,30.806043375568155
2023-01-10 13:44:20.140246,20.044528282764986,-17.200598167192425,30.810625164006524
2023-01-10 13:44:20.513277,20.044054304650672,-17.20265174394683,30.813232043635253
2023-01-10 13:44:20.887455,20.03520671318347,-17.202809711389477,30.81504895974013
2023-01-10 13:44:21.258390,20.038761549040828,-17.20502125558653,30.80477943392998
