#Gradiometer B-field Measurements
#
#Scan freq: 5000 Hz
#Sample freq: 8.33 Hz
#Range of Fluxgate: 100 μ T
#Date: 2022-11-25 15:42:40.775537
#Start Time: 2022-11-25 15:41:29.677719
#End Time: 2022-11-25 15:42:21.551892
#Experimenters: Emma
# 
Time,Bx (μ T),By (μ T),Bz (μ T)
2022-11-25 15:41:29.677719,0.09455739948771225,0.09841242148413586,0.7729148766944491
2022-11-25 15:41:30.179288,0.5996916751830212,0.6026303394917705,1.2740045391476087
2022-11-25 15:41:30.570472,0.5995810802896813,0.6024881460574761,1.27294598802564
2022-11-25 15:41:30.947295,0.599328291962047,0.6026303394917705,1.27372015227902
2022-11-25 15:41:31.351732,0.5998338686173156,0.6031833139584706,1.2734199661399543
2022-11-25 15:41:31.704306,0.6001340547563814,0.6023775511641362,1.2725826048046658
2022-11-25 15:41:32.070637,0.5996442773715899,0.602677737303202,1.274557513614309
2022-11-25 15:41:32.444653,0.6002130511087671,0.601935171590776,1.2738939442542687
2022-11-25 15:41:32.835259,0.6002130511087671,0.6030411205241761,1.2740835354999944
2022-11-25 15:41:33.217740,0.6001656532973356,0.6026461387622475,1.2740045391476087
2022-11-25 15:41:33.584606,0.5989175109296412,0.6020299672136389,1.2740519369590402
2022-11-25 15:41:33.953622,0.5993440912325241,0.6033887044746734,1.2734515646809086
2022-11-25 15:41:34.328845,0.6000234598630414,0.6030253212536991,1.2734357654104314
2022-11-25 15:41:34.706880,0.599991861322087,0.6034677008270593,1.2736727544675885
2022-11-25 15:41:35.082208,0.5994230875849098,0.6029937227127448,1.273372568328523
2022-11-25 15:41:35.471256,0.5995178832077728,0.6025039453279533,1.27305658291898
2022-11-25 15:41:35.936989,0.5999128649697014,0.6023933504346133,1.2739255427952232
2022-11-25 15:41:36.340547,0.5996442773715899,0.6035150986384906,1.2732145756237514
2022-11-25 15:41:36.744426,0.5996442773715899,0.602693536573679,1.2733567690580458
2022-11-25 15:41:37.161342,0.6000708576744728,0.6019983686726846,1.2733409697875686
2022-11-25 15:41:37.575549,0.6004974379773558,0.6030253212536991,1.2731513785418427
2022-11-25 15:41:37.986164,0.5994072883144327,0.6030885183356076,1.2740677362295172
2022-11-25 15:41:38.414551,0.5996284781011127,0.6027883321965419,1.2729301887551627
2022-11-25 15:41:38.837689,0.6005922336002186,0.601713981804096,1.2732303748942286
2022-11-25 15:41:39.274425,0.6006080328706958,0.6026461387622475,1.2731197800008887
2022-11-25 15:41:39.712536,0.5998970656992242,0.6023933504346133,1.2733409697875686
2022-11-25 15:41:40.062482,0.6010978102554874,0.6038784818594649,1.2734199661399543
2022-11-25 15:41:40.409245,0.5999760620516099,0.601713981804096,1.2733093712466141
2022-11-25 15:41:40.761976,0.5999128649697014,0.6033413066632419,1.2730407836485027
2022-11-25 15:41:41.111472,0.5998180693468385,0.6025197445984304,1.2744311194504918
2022-11-25 15:41:41.465570,0.5996126788306356,0.6034992993680135,1.2736727544675885
2022-11-25 15:41:41.882322,0.6002604489201986,0.6029463249013133,1.2735621595742486
2022-11-25 15:41:42.231725,0.6002446496497214,0.6022353577298418,1.2738465464428372
2022-11-25 15:41:42.578770,0.6001340547563814,0.6028989270898819,1.273372568328523
2022-11-25 15:41:42.931751,0.5998180693468385,0.6023775511641362,1.2739413420657
2022-11-25 15:41:43.283583,0.6001340547563814,0.6036888906137392,1.2728511924027772
2022-11-25 15:41:43.634427,0.6002446496497214,0.6026303394917705,1.2733093712466141
2022-11-25 15:41:43.987142,0.5994388868553869,0.6030411205241761,1.271871637633194
2022-11-25 15:41:44.337891,0.6006080328706958,0.6028989270898819,1.2733409697875686
2022-11-25 15:41:44.701791,0.5996916751830212,0.602582941680339,1.2736727544675885
2022-11-25 15:41:45.071199,0.6001340547563814,0.6029779234422676,1.2735463603037713
2022-11-25 15:41:45.434339,0.6002446496497214,0.6027409343851104,1.2735621595742486
2022-11-25 15:41:45.804084,0.6002762481906756,0.6030569197946534,1.2728511924027772
2022-11-25 15:41:46.169046,0.6001814525678127,0.603657292072785,1.2722192215836914
2022-11-25 15:41:46.534542,0.60019725183829,0.603120116876562,1.2736569551971115
2022-11-25 15:41:46.986178,0.6005448357887871,0.6024881460574761,1.2732461741647059
2022-11-25 15:41:47.353463,0.6009240182802387,0.6021089635660246,1.2725510062637113
2022-11-25 15:41:47.721254,0.6007028284935587,0.6031043176060848,1.272298217936077
2022-11-25 15:41:48.088172,0.599881266428747,0.6024565475165218,1.2725668055341885
2022-11-25 15:41:48.457294,0.5995020839372955,0.6029937227127448,1.2722508201246454
2022-11-25 15:41:48.824263,0.5994072883144327,0.6019509708612532,1.2724720099113256
2022-11-25 15:41:49.192824,0.5997232737239756,0.6032623103108563,1.271982232526534
2022-11-25 15:41:49.573446,0.5997074744534985,0.6030411205241761,1.2737833493609287
2022-11-25 15:41:49.954464,0.5992492956096612,0.6023933504346133,1.2726774004275285
2022-11-25 15:41:50.334556,0.6000076605925643,0.6030095219832219,1.2733567690580458
2022-11-25 15:41:50.714881,0.599881266428747,0.6029621241717905,1.2726774004275285
2022-11-25 15:41:51.097788,0.5998496678877927,0.6028515292784504,1.2730091851075487
