time,position,x1,y1,z1,x2,y2,z2
2020-03-06 19:22:21.005991,0.00999999999987189,-1.4644569158554077,-2.7187259197235107,1.1034975051879883,-0.004076213575899601,-0.002519549336284399,-0.0010665804147720337
2020-03-06 19:22:21.047020,0.09249999999987189,-1.464754343032837,-2.7185418605804443,1.103488802909851,-0.004155219532549381,-0.0024812808260321617,-0.0010567046701908112
2020-03-06 19:22:21.087474,0.1749999999998719,-1.4645074605941772,-2.7186851501464844,1.1033999919891357,-0.004109544213861227,-0.0024491846561431885,-0.0010332497768104076
2020-03-06 19:22:21.127740,0.2574999999998719,-1.4644914865493774,-2.7186245918273926,1.1033740043640137,-0.00411077868193388,-0.002486218698322773,-0.0010134982876479626
2020-03-06 19:22:21.167947,0.3399999999998719,-1.4645717144012451,-2.7187023162841797,1.1033926010131836,-0.004114482086151838,-0.0024775774218142033,-0.0010789250954985619
2020-03-06 19:22:21.208485,0.4224999999998719,-1.464447021484375,-2.718724489212036,1.1034209728240967,-0.004081151448190212,-0.0025084391236305237,-0.001011029351502657
2020-03-06 19:22:21.248680,0.5049999999998719,-1.4646692276000977,-2.718717098236084,1.1033827066421509,-0.004165095277130604,-0.0024405433796346188,-0.0010468289256095886
2020-03-06 19:22:21.290333,0.5874999999998719,-1.4645729064941406,-2.718777656555176,1.1034085750579834,-0.004116951022297144,-0.0025244872085750103,-0.0010888008400797844
2020-03-06 19:22:21.331116,0.6699999999998719,-1.4646235704421997,-2.718766450881958,1.1034308671951294,-0.004137936979532242,-0.002487453166395426,-0.0010678148828446865
2020-03-06 19:22:21.371488,0.7524999999998719,-1.464585304260254,-2.7186715602874756,1.1034122705459595,-0.004105840809643269,-0.002492391038686037,-0.0011196625418961048
2020-03-06 19:22:21.411935,0.834999999999872,-1.464396357536316,-2.718641996383667,1.10343337059021,-0.0040860893204808235,-0.0024751084856688976,-0.001038187649101019
2020-03-06 19:22:21.452117,0.917499999999872,-1.4645272493362427,-2.718660354614258,1.1033753156661987,-0.004120654426515102,-0.0024911565706133842,-0.0010739872232079506
2020-03-06 19:22:21.492720,0.999999999999872,-1.4644569158554077,-2.71879506111145,1.1034024953842163,-0.004147812724113464,-0.0024553569965064526,-0.0010530012659728527
2020-03-06 19:22:21.533316,1.082499999999872,-1.4645791053771973,-2.718748092651367,1.1034271717071533,-0.004112013150006533,-0.0024825152941048145,-0.0010530012659728527
2020-03-06 19:22:21.573458,1.164999999999872,-1.4645779132843018,-2.7187469005584717,1.1033493280410767,-0.004120654426515102,-0.0025035012513399124,-0.0010727527551352978
2020-03-06 19:22:21.613545,1.247499999999872,-1.4644914865493774,-2.718693733215332,1.1033679246902466,-0.004137936979532242,-0.0024812808260321617,-0.0010739872232079506
2020-03-06 19:22:21.653641,1.329999999999872,-1.464563012123108,-2.7187023162841797,1.1034740209579468,-0.004108309745788574,-0.0025047357194125652,-0.0010875663720071316
2020-03-06 19:22:21.693736,1.412499999999872,-1.464403748512268,-2.7187085151672363,1.103386402130127,-0.004139171447604895,-0.0025022667832672596,-0.0010764561593532562
2020-03-06 19:22:21.733983,1.494999999999872,-1.4646259546279907,-2.7186825275421143,1.103393793106079,-0.004077448043972254,-0.0024763429537415504,-0.0010591736063361168
2020-03-06 19:22:21.774143,1.577499999999872,-1.4645309448242188,-2.718590021133423,1.103439450263977,-0.0041539850644767284,-0.0024689361453056335,-0.0010332497768104076
2020-03-06 19:22:21.814610,1.659999999999872,-1.4645569324493408,-2.718693733215332,1.1034444570541382,-0.00411077868193388,-0.0025158459320664406,-0.0010826284997165203
2020-03-06 19:22:21.854961,1.742499999999872,-1.4644864797592163,-2.7187159061431885,1.1033642292022705,-0.004131764639168978,-0.0024948599748313427,-0.001071518287062645
2020-03-06 19:22:21.895334,1.824999999999872,-1.4645235538482666,-2.718745470046997,1.1033790111541748,-0.004134233575314283,-0.0024899221025407314,-0.0010875663720071316
2020-03-06 19:22:21.935755,1.907499999999872,-1.4646309614181519,-2.7187469005584717,1.1033493280410767,-0.004131764639168978,-0.002507204655557871,-0.0010801595635712147
2020-03-06 19:22:21.975894,1.989999999999872,-1.4645531177520752,-2.7186641693115234,1.1034036874771118,-0.0041132476180791855,-0.0024886876344680786,-0.001064111478626728
2020-03-06 19:22:22.016176,2.072499999999872,-1.4645148515701294,-2.7187702655792236,1.1034135818481445,-0.0041268267668783665,-0.00248498423025012,-0.0010999110527336597
2020-03-06 19:22:22.056384,2.154999999999872,-1.464585304260254,-2.7186615467071533,1.1033555269241333,-0.004081151448190212,-0.0024751084856688976,-0.0011085523292422295
2020-03-06 19:22:22.096502,2.237499999999872,-1.4644827842712402,-2.7186825275421143,1.1033790111541748,-0.004144109319895506,-0.0024886876344680786,-0.0010789250954985619
2020-03-06 19:22:22.136743,2.319999999999872,-1.4645272493362427,-2.7187814712524414,1.1034172773361206,-0.004157688468694687,-0.0024615293368697166,-0.0010727527551352978
2020-03-06 19:22:22.177299,2.402499999999872,-1.464585304260254,-2.718714714050293,1.1033605337142944,-0.004129295703023672,-0.0024504191242158413,-0.0010616425424814224
2020-03-06 19:22:22.217748,2.484999999999872,-1.4646210670471191,-2.718722105026245,1.1033728122711182,-0.0040860893204808235,-0.0025010323151946068,-0.0010418910533189774
2020-03-06 19:22:22.257929,2.567499999999872,-1.464587688446045,-2.7185986042022705,1.1033061742782593,-0.004088558256626129,-0.0025035012513399124,-0.0010567046701908112
2020-03-06 19:22:22.298240,2.649999999999872,-1.4644556045532227,-2.7187554836273193,1.103460431098938,-0.004109544213861227,-0.0025096735917031765,-0.0010283119045197964
2020-03-06 19:22:22.338666,2.732499999999872,-1.4645408391952515,-2.7187023162841797,1.103369116783142,-0.004074979107826948,-0.00249362550675869,-0.0010270774364471436
2020-03-06 19:22:22.379005,2.814999999999872,-1.4646049737930298,-2.7186148166656494,1.1033962965011597,-0.004100902937352657,-0.0024504191242158413,-0.0010567046701908112
2020-03-06 19:22:22.419312,2.897499999999872,-1.4644988775253296,-2.7187604904174805,1.10341477394104,-0.004068806767463684,-0.0024565914645791054,-0.0010480633936822414
2020-03-06 19:22:22.459468,2.979999999999872,-1.464568018913269,-2.7186357975006104,1.1033951044082642,-0.004063868895173073,-0.0024479501880705357,-0.0010542357340455055
2020-03-06 19:22:22.499623,3.062499999999872,-1.4644383192062378,-2.718888759613037,1.1034295558929443,-0.004109544213861227,-0.002451653592288494,-0.0010591736063361168
2020-03-06 19:22:22.540172,3.144999999999872,-1.4646556377410889,-2.718764066696167,1.1033259630203247,-0.00410213740542531,-0.0024763429537415504,-0.0010258429683744907
2020-03-06 19:22:22.580365,3.227499999999872,-1.464592695236206,-2.718748092651367,1.1033172607421875,-0.004098434001207352,-0.0024565914645791054,-0.0011147246696054935
2020-03-06 19:22:22.620730,3.309999999999872,-1.464496374130249,-2.718909740447998,1.1034197807312012,-0.004118185490369797,-0.0024775774218142033,-0.0010826284997165203
2020-03-06 19:22:22.660906,3.392499999999872,-1.4646272659301758,-2.718818426132202,1.1033493280410767,-0.004145343787968159,-0.002446715719997883,-0.0010949731804430485
2020-03-06 19:22:22.701026,3.474999999999872,-1.4645519256591797,-2.7189159393310547,1.1033481359481812,-0.004081151448190212,-0.002460294868797064,-0.0010431255213916302
2020-03-06 19:22:22.741291,3.557499999999872,-1.4646408557891846,-2.718703508377075,1.1033098697662354,-0.004145343787968159,-0.0024948599748313427,-0.0010455944575369358
