time,position,x1,y1,z1,x2,y2,z2
2020-03-06 19:28:27.969425,0.009999999999839915,-1.4561834335327148,-2.717451810836792,1.112138032913208,-0.004118185490369797,-0.002486218698322773,-0.0010752216912806034
2020-03-06 19:28:28.010561,0.09249999999983992,-1.4565019607543945,-2.7173197269439697,1.1121578216552734,-0.004088558256626129,-0.002446715719997883,-0.0010974421165883541
2020-03-06 19:28:28.050932,0.17499999999983992,-1.4562896490097046,-2.7174692153930664,1.1121294498443604,-0.0040860893204808235,-0.0024627638049423695,-0.0010517667979001999
2020-03-06 19:28:28.091473,0.2574999999998399,-1.4563822746276855,-2.7174456119537354,1.1121467351913452,-0.004116951022297144,-0.002505970187485218,-0.0010727527551352978
2020-03-06 19:28:28.131776,0.33999999999983993,-1.456353783607483,-2.717421054840088,1.1121541261672974,-0.004149047192186117,-0.002486218698322773,-0.0010468289256095886
2020-03-06 19:28:28.172138,0.42249999999983995,-1.456216812133789,-2.7174863815307617,1.1121565103530884,-0.004040414001792669,-0.002472639549523592,-0.001024608500301838
2020-03-06 19:28:28.212652,0.5049999999998399,-1.4563920497894287,-2.717386484146118,1.1121392250061035,-0.004120654426515102,-0.002519549336284399,-0.0010813940316438675
2020-03-06 19:28:28.254585,0.5874999999998399,-1.4562760591506958,-2.7174432277679443,1.1120529174804688,-0.004089792724698782,-0.0024541225284337997,-0.0010591736063361168
2020-03-06 19:28:28.295517,0.66999999999984,-1.4562735557556152,-2.717423439025879,1.112183690071106,-0.00410213740542531,-0.002424495294690132,-0.0010962076485157013
2020-03-06 19:28:28.335881,0.75249999999984,-1.4564118385314941,-2.7175443172454834,1.1121762990951538,-0.0041329991072416306,-0.0024504191242158413,-0.0010678148828446865
2020-03-06 19:28:28.376357,0.83499999999984,-1.4562809467315674,-2.7174198627471924,1.1121207475662231,-0.004125592298805714,-0.0024281986989080906,-0.0010813940316438675
2020-03-06 19:28:28.416820,0.91749999999984,-1.4563192129135132,-2.7174246311187744,1.1120997667312622,-0.004098434001207352,-0.0024911565706133842,-0.0010554702021181583
2020-03-06 19:28:28.457225,0.99999999999984,-1.4561736583709717,-2.717400074005127,1.1121504306793213,-0.004087323788553476,-0.0024615293368697166,-0.0010739872232079506
2020-03-06 19:28:28.497763,1.08249999999984,-1.4563205242156982,-2.717470407485962,1.1121306419372559,-0.004070041235536337,-0.002486218698322773,-0.0010653459466993809
2020-03-06 19:28:28.538237,1.16499999999984,-1.4563463926315308,-2.7174036502838135,1.112088680267334,-0.00411941995844245,-0.002526956144720316,-0.001057939138263464
