timestamp,time,position,x1,y1,z1,x2,y2,z2,dx1,dy1,dz1,dx2,dy2,dz2
2021-03-12 17:23:13.661563,0.000337,0,0.7363113760948181,0.608607828617096,-0.6049128174781799,-1.2562057971954346,-2.395231008529663,-2.014275312423706,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.709087,0.047861,0.0823045267489712,0.7363237142562866,0.6086670756340027,-0.6043931245803833,-1.256321907043457,-2.3952383995056152,-2.0143086910247803,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.755450,0.094224,0.1646090534979424,0.7256748676300049,0.5967641472816467,-0.593029797077179,-1.2565206289291382,-2.3952741622924805,-2.014153242111206,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.801551,0.140325,0.24691358024691357,0.7075272798538208,0.5743061304092407,-0.587973415851593,-1.2562490701675415,-2.3952112197875977,-2.0141730308532715,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.847718,0.186492,0.3292181069958848,0.7014517188072205,0.5654446482658386,-0.5812529921531677,-1.2561959028244019,-2.3952691555023193,-2.014223575592041,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.894004,0.232778,0.411522633744856,0.6884539127349854,0.5514234900474548,-0.5727598667144775,-1.2562168836593628,-2.3952345848083496,-2.0142321586608887,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.940242,0.279016,0.4938271604938272,0.6798083782196045,0.5399969816207886,-0.5680256485939026,-1.2562403678894043,-2.395189046859741,-2.0140604972839355,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:13.986546,0.32532,0.5761316872427984,0.6659403443336487,0.5231034755706787,-0.5648037195205688,-1.256130576133728,-2.395364284515381,-2.0141754150390625,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.036353,0.375127,0.6584362139917695,0.6559715867042542,0.5106660723686218,-0.5566586852073669,-1.2561700344085693,-2.3952889442443848,-2.014190196990967,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.085478,0.424252,0.7407407407407407,0.6437970995903015,0.49771881103515625,-0.5479297637939453,-1.2561910152435303,-2.3952531814575195,-2.0142433643341064,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.134665,0.473439,0.8230452674897119,0.634735643863678,0.48665645718574524,-0.5428857207298279,-1.2562156915664673,-2.3952150344848633,-2.0142123699188232,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.184373,0.523147,0.905349794238683,0.6213415265083313,0.4714787006378174,-0.5388786196708679,-1.2561354637145996,-2.395210027694702,-2.014145851135254,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.233717,0.572491,0.9876543209876542,0.6131478548049927,0.46172231435775757,-0.5309866666793823,-1.2560700178146362,-2.3951988220214844,-2.014137029647827,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.283315,0.622089,1.0699588477366253,0.6008042097091675,0.4497440457344055,-0.5215417742729187,-1.2561206817626953,-2.3952062129974365,-2.0141913890838623,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.333272,0.672046,1.1522633744855966,0.5916773080825806,0.4393988251686096,-0.5156756043434143,-1.2562304735183716,-2.3951051235198975,-2.0141754150390625,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.382798,0.721572,1.2345679012345678,0.5791472792625427,0.42594796419143677,-0.5112734436988831,-1.2561873197555542,-2.3951025009155273,-2.0141642093658447,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.429140,0.767914,1.316872427983539,0.5720422863960266,0.41786906123161316,-0.5036444664001465,-1.2561169862747192,-2.3951754570007324,-2.0141384601593018,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.475278,0.814052,1.3991769547325104,0.559810996055603,0.40645983815193176,-0.49432051181793213,-1.256058931350708,-2.395223617553711,-2.0141408443450928,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.521545,0.860319,1.4814814814814816,0.5513580441474915,0.39776870608329773,-0.48825803399086,-1.2560983896255493,-2.3952198028564453,-2.01418399810791,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.567679,0.906453,1.5637860082304529,0.5385700464248657,0.3846239447593689,-0.4830646514892578,-1.25617253780365,-2.39509654045105,-2.014174222946167,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.614009,0.952783,1.6460905349794241,0.5295357704162598,0.37559089064598083,-0.475150465965271,-1.256104588508606,-2.395127296447754,-2.0141618251800537,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.660264,0.999038,1.7283950617283954,0.5181944370269775,0.36567649245262146,-0.4655500054359436,-1.2561490535736084,-2.3951940536499023,-2.0141680240631104,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.706538,1.045312,1.8106995884773667,0.5095785856246948,0.357307493686676,-0.4593406319618225,-1.2561267614364624,-2.395116090774536,-2.014246940612793,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.752722,1.091496,1.893004115226338,0.49762994050979614,0.34554523229599,-0.4543064832687378,-1.2562391757965088,-2.395171642303467,-2.01418399810791,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:14.799177,1.137951,1.9753086419753092,0.4888610243797302,0.3371453881263733,-0.446160227060318,-1.2561169862747192,-2.3951210975646973,-2.014174222946167,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12 17:23:15.068323,1.407097,2.0576131687242802,0.472219318151474,0.3237636685371399,-0.4318033456802368,-1.2562910318374634,-2.395428419113159,-2.0142297744750977,0.0,0.0,0.0,0.0,0.0,0.0
